epoch,split,loss,tr_loss,tr_base_loss
31,val,0.5608933701111115,0.5608933701111115,1.0007039707679888
32,train,0.5591202531147748,0.5591202531147748,0.9995014566094576
32,val,0.5601062156930768,0.5601062156930768,1.0016089602469287
33,train,0.5591047062791027,0.5591047062791027,0.9998455148423735
33,val,0.5690933427952625,0.5690933427952625,1.000031003893927
34,train,0.5590968406863516,0.5590968406863516,1.0002375654810596
34,val,0.5629586752542725,0.5629586752542725,0.9986124237668961
35,train,0.5591447101922351,0.5591447101922351,0.9996394117323182
35,val,0.56226762277542,0.56226762277542,0.9976872716249121
36,train,0.5583220183504279,0.5583220183504279,0.9999703811272967
36,val,0.5711175120530171,0.5711175120530171,1.0020965116769176
37,train,0.5574797854266298,0.5574797854266298,0.9996794156454505
37,val,0.5598892897555029,0.5598892897555029,0.99647832240159
38,train,0.5581246411323307,0.5581246411323307,1.0002295769884217
38,val,0.5652025060873005,0.5652025060873005,1.0014717730822977
39,train,0.5574500436540397,0.5574500436540397,1.0003079256662157
39,val,0.563693751236103,0.563693751236103,0.9995402102266648
40,train,0.5579933840532972,0.5579933840532972,0.9998685585711364
40,val,0.5685970778526014,0.5685970778526014,1.001021102101294
41,train,0.5590833216988107,0.5590833216988107,1.000082220024226
41,val,0.5673308322174634,0.5673308322174634,1.0020855691261197
42,train,0.5577673711615907,0.5577673711615907,1.0000476851560534
42,val,0.5629002643233937,0.5629002643233937,0.999922287625353
43,train,0.5580925028119494,0.5580925028119494,1.0002270575407437
43,val,0.5548531327307095,0.5548531327307095,0.995001280683723
44,train,0.5578121681703058,0.5578121681703058,1.0001876066771016
44,val,0.565455349934669,0.565455349934669,0.9996167067623343
45,train,0.5572766933637994,0.5572766933637994,0.9995517226631324
45,val,0.565213043358439,0.565213043358439,1.0012453230727332
46,train,0.5572813635594953,0.5572813635594953,1.0000819742244527
46,val,0.5566991815782563,0.5566991815782563,0.9975137106108699
47,train,0.5577086250157312,0.5577086250157312,0.9997302347486157
47,val,0.5688086844946487,0.5688086844946487,1.002127819530589
