epoch,iteration,loss,tr_loss,tr_base_loss
0,0,1.0145353078842163,1.0145353078842163,1.0104188919067383
0,1,0.9893060922622681,0.9893060922622681,1.0050307512283325
0,2,1.0202240943908691,1.0202240943908691,1.033202052116394
0,3,0.9663353562355042,0.9663353562355042,0.9982256293296814
0,4,0.9741184115409851,0.9741184115409851,1.003893256187439
0,5,0.9586208462715149,0.9586208462715149,0.9976516962051392
0,6,0.9664558172225952,0.9664558172225952,0.9969910383224487
0,7,0.9995065927505493,0.9995065927505493,1.015809178352356
0,8,0.9571765065193176,0.9571765065193176,0.9905362129211426
0,9,0.9340309500694275,0.9340309500694275,0.9982943534851074
0,10,0.9533029794692993,0.9533029794692993,0.9919475317001343
0,11,0.9611870646476746,0.9611870646476746,1.0100926160812378
0,12,0.9431211948394775,0.9431211948394775,0.9915958046913147
0,13,0.9363351464271545,0.9363351464271545,0.9889921545982361
0,14,0.9222339391708374,0.9222339391708374,1.0009539127349854
0,15,0.9016216397285461,0.9016216397285461,1.0071405172348022
0,16,0.9738576412200928,0.9738576412200928,1.0075366497039795
0,17,0.940229058265686,0.940229058265686,1.0172237157821655
0,18,0.9231906533241272,0.9231906533241272,0.9846509695053101
0,19,0.9563257098197937,0.9563257098197937,1.0132815837860107
0,20,0.8912188410758972,0.8912188410758972,1.0089538097381592
0,21,0.8545461297035217,0.8545461297035217,1.0007961988449097
0,22,0.9163045883178711,0.9163045883178711,0.9975908398628235
0,23,0.9176130294799805,0.9176130294799805,1.0075188875198364
0,24,0.859545886516571,0.859545886516571,1.0014103651046753
0,25,0.8829687833786011,0.8829687833786011,1.0057405233383179
0,26,0.9105095863342285,0.9105095863342285,0.9952378869056702
0,27,0.8941826224327087,0.8941826224327087,0.9966146349906921
0,28,0.851545512676239,0.851545512676239,0.9901206493377686
0,29,0.821742594242096,0.821742594242096,0.9780158400535583
0,30,0.8565241694450378,0.8565241694450378,0.9893195629119873
0,31,0.8723253607749939,0.8723253607749939,1.0045151710510254
0,32,0.8161096572875977,0.8161096572875977,1.0085666179656982
0,33,0.8796234130859375,0.8796234130859375,1.0014814138412476
0,34,0.8100460171699524,0.8100460171699524,0.9973407983779907
0,35,0.9625719785690308,0.9625719785690308,1.013842225074768
0,36,0.8523929715156555,0.8523929715156555,0.9878755807876587
0,37,0.9358454942703247,0.9358454942703247,1.0158947706222534
0,38,0.8720798492431641,0.8720798492431641,0.9906079173088074
0,39,0.8711724877357483,0.8711724877357483,1.0032384395599365
0,40,0.8807054162025452,0.8807054162025452,1.0081111192703247
0,41,0.8241469264030457,0.8241469264030457,1.006722331047058
0,42,0.8051872253417969,0.8051872253417969,1.00037682056427
0,43,0.8211828470230103,0.8211828470230103,1.004351258277893
0,44,0.8290010690689087,0.8290010690689087,0.9892756342887878
0,45,0.8421580791473389,0.8421580791473389,0.9825479388237
0,46,0.7828193306922913,0.7828193306922913,0.987348198890686
0,47,0.8902361392974854,0.8902361392974854,1.0058051347732544
0,48,0.868015706539154,0.868015706539154,1.0065044164657593
0,49,0.7666290998458862,0.7666290998458862,0.9944403767585754
0,50,0.8455433249473572,0.8455433249473572,1.0089179277420044
0,51,0.8500580787658691,0.8500580787658691,0.994019627571106
0,52,0.8829612135887146,0.8829612135887146,0.9980061650276184
0,53,0.7758500576019287,0.7758500576019287,0.9940525889396667
0,54,0.8631997108459473,0.8631997108459473,1.0114010572433472
0,55,0.7827231884002686,0.7827231884002686,1.0046617984771729
0,56,0.7901377081871033,0.7901377081871033,1.0044329166412354
0,57,0.8699723482131958,0.8699723482131958,1.0041011571884155
0,58,0.785834789276123,0.785834789276123,0.9852674007415771
0,59,0.8922523260116577,0.8922523260116577,0.9868431687355042
0,60,0.9195164442062378,0.9195164442062378,0.9903347492218018
0,61,0.8411199450492859,0.8411199450492859,0.9822942614555359
0,62,0.8291330337524414,0.8291330337524414,1.014654278755188
0,63,0.8354288935661316,0.8354288935661316,1.0108988285064697
0,64,0.8822544813156128,0.8822544813156128,1.0122301578521729
0,65,0.8714432120323181,0.8714432120323181,1.0165895223617554
0,66,0.8190099000930786,0.8190099000930786,0.9798539280891418
0,67,0.8331815600395203,0.8331815600395203,1.0063103437423706
0,68,0.8063899278640747,0.8063899278640747,0.9902335405349731
